Players_ID,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1052,52,Donte DiVincenzo,SG,26,GSW,13,1,18.1,1.8,4.9,0.667,0.8,2.2,3.0,2.8,0.8,0.2,1.3,1.5,5.5
1053,53,PJ Dozier,SG,26,SAC,3,0,2.0,1.0,2.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.7
1054,54,Goran Dragi?,PG,36,MIL,2,0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0
1055,55,David Duke Jr.,SG,23,BRK,1,0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
1056,56,Kevin Durant,SF,34,PHO,11,11,42.4,9.7,20.4,0.917,0.6,8.1,8.7,5.5,0.8,1.4,3.5,2.6,29.0
1057,57,Anthony Edwards,SG,21,MIN,5,5,39.8,11.0,22.8,0.846,0.6,4.4,5.0,5.2,1.8,2.0,1.6,2.6,31.6
1058,58,Kessler Edwards,SF,22,SAC,6,0,1.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
1059,59,Joel Embiid,C,28,PHI,8,8,37.3,7.6,16.9,0.91,1.9,8.1,10.0,2.9,0.8,2.9,3.9,3.0,24.8
1060,60,Dorian Finney-Smith,PF,29,BRK,4,4,25.3,2.3,5.8,0.0,1.5,3.0,4.5,0.8,0.8,0.5,1.3,1.8,6.3
1061,61,De'Aaron Fox,PG,25,SAC,7,7,38.6,10.0,23.6,0.756,1.7,3.7,5.4,7.7,2.1,0.6,4.0,3.3,27.4
1062,62,Wenyen Gabriel,PF,25,LAL,10,0,3.7,0.4,1.0,0.667,0.8,0.1,0.9,0.0,0.2,0.3,0.2,0.8,1.0
1063,63,Darius Garland,PG,23,CLE,5,5,37.8,7.0,16.0,0.84,0.0,1.8,1.8,5.0,1.6,0.2,3.6,3.4,20.6
1064,64,Rudy Gobert,C,30,MIN,5,5,35.4,5.8,9.2,0.63,3.6,8.6,12.2,2.0,0.4,1.0,1.6,4.8,15.0
1065,65,Aaron Gordon,PF,27,DEN,11,11,35.1,4.7,10.0,0.769,2.7,3.4,6.1,2.1,0.6,0.5,1.0,3.5,13.1
1066,66,Eric Gordon,SG,34,LAC,5,5,29.8,3.6,8.8,0.833,0.2,1.2,1.4,2.6,0.6,0.4,0.8,2.4,10.2
1067,67,Danny Green,SG,35,CLE,4,0,10.0,0.3,1.3,0.0,0.5,1.3,1.8,0.3,0.5,0.3,0.5,1.8,0.8
1068,68,Draymond Green,PF,32,GSW,12,9,30.6,3.5,7.6,0.727,1.6,5.3,6.9,6.8,1.5,1.0,2.3,4.0,9.4
1069,69,JaMychal Green,PF,32,GSW,7,2,7.0,1.3,3.3,0.0,0.0,0.7,0.7,0.4,0.0,0.1,0.3,1.4,3.3
1070,70,Jeff Green,PF,36,DEN,11,0,19.4,1.5,3.9,0.818,0.4,1.5,1.9,0.9,0.4,0.5,0.5,2.7,4.2
1071,71,Blake Griffin,C,33,BOS,1,0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
1072,72,Quentin Grimes,SG,22,NYK,9,6,26.9,1.6,5.1,0.818,0.3,2.4,2.8,1.4,1.0,0.6,1.1,1.9,5.1
1073,73,Rui Hachimura,PF,24,LAL,12,0,21.2,4.1,7.2,0.833,0.5,3.1,3.6,0.6,0.5,0.3,0.7,1.0,11.2
1074,74,James Harden,PG,33,PHI,10,10,38.6,6.9,17.2,0.868,0.5,5.7,6.2,8.4,1.8,0.3,3.0,2.7,21.4
1075,75,Montrezl Harrell,C,29,PHI,2,0,3.5,0.0,1.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1076,76,Joe Harris,SG,31,BRK,4,0,11.0,0.5,3.3,1.0,0.0,1.3,1.3,0.0,0.5,0.0,0.8,1.3,1.8
1077,77,Tobias Harris,PF,30,PHI,10,10,35.2,6.3,12.1,0.818,1.7,5.8,7.5,1.8,0.6,0.6,0.7,2.5,14.9
1078,78,Shaquille Harrison,SG,29,LAL,7,0,3.9,0.6,1.0,0.5,0.0,0.4,0.4,1.1,0.3,0.0,0.0,0.4,1.4
1079,79,Josh Hart,SG,27,NYK,11,5,32.1,4.1,8.5,0.636,1.6,5.7,7.4,2.2,0.8,0.3,1.9,3.5,10.4
1080,80,Isaiah Hartenstein,C,24,NYK,11,0,20.0,1.0,2.1,0.75,2.1,2.5,4.6,1.3,0.8,1.4,0.5,2.6,3.1
1081,81,Udonis Haslem,C,42,MIA,1,0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,82,Sam Hauser,PF,25,BOS,9,0,8.9,0.8,1.9,0.0,0.1,0.9,1.0,0.3,0.1,0.1,0.0,0.8,2.2
1083,83,Tyler Herro,SG,23,MIA,1,1,19.0,5.0,9.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,12.0
1084,84,Haywood Highsmith,SF,26,MIA,9,0,8.2,1.1,2.0,0.667,0.8,1.1,1.9,0.3,0.6,0.1,0.1,1.1,2.8
1085,85,Aaron Holiday,PG,26,ATL,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1086,86,Jrue Holiday,PG,32,MIL,5,5,38.2,6.8,17.0,0.692,0.8,5.8,6.6,8.0,1.0,0.4,2.4,2.4,17.8
1087,87,Al Horford,C,36,BOS,12,12,31.9,2.5,6.6,1.0,1.5,5.9,7.4,3.2,1.3,2.1,0.7,2.1,6.7
1088,88,Danuel House Jr.,SF,29,PHI,6,0,6.0,1.2,2.7,1.0,0.0,1.7,1.7,0.2,0.0,0.0,0.2,0.5,2.7
1089,89,Kevin Huerter,SG,24,SAC,7,7,26.1,3.6,10.3,0.75,0.1,4.3,4.4,1.1,0.4,1.3,0.6,3.3,9.1
1090,90,De'Andre Hunter,SF,25,ATL,6,6,37.3,6.5,14.2,0.8,1.2,4.5,5.7,1.2,0.7,0.3,1.5,3.3,16.7
1091,91,Bones Hyland,PG,22,LAC,5,0,16.4,3.0,8.8,0.8,0.2,0.6,0.8,0.8,0.8,0.2,0.8,1.8,8.6
1092,92,Joe Ingles,SF,35,MIL,5,0,17.8,2.4,4.6,0.0,0.2,1.0,1.2,2.0,0.6,0.2,1.2,1.4,6.8
1093,93,Jaren Jackson Jr.,C,23,MEM,6,6,36.7,5.8,13.8,0.861,3.3,4.5,7.8,1.5,1.0,2.0,3.0,4.0,18.0
1094,94,Reggie Jackson,PG,32,DEN,4,0,3.5,0.3,0.3,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.8
1095,95,LeBron James,PF,38,LAL,12,12,37.3,8.8,18.0,0.762,1.7,8.3,10.0,5.3,0.9,1.3,2.6,1.8,23.4
1096,96,DaQuan Jeffries,SG,25,NYK,2,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1097,97,Cameron Johnson,PF,26,BRK,4,4,38.0,7.0,13.8,0.857,0.8,5.0,5.8,2.8,0.8,0.3,1.3,2.5,18.5
1098,98,Jalen Johnson,SF,21,ATL,6,0,9.3,1.7,4.0,1.0,0.3,2.2,2.5,1.3,0.5,0.0,0.8,0.8,4.3
1099,99,Nikola Joki?,C,27,DEN,11,11,37.8,11.8,21.5,0.787,4.2,8.6,12.8,9.7,1.1,0.7,3.5,3.3,30.7
1100,100,Tyus Jones,PG,26,MEM,6,1,20.0,1.8,6.0,0.667,0.5,2.5,3.0,3.7,1.3,0.0,1.3,0.8,4.5
1101,101,DeAndre Jordan,C,34,DEN,3,0,3.3,0.7,1.0,0.5,0.0,1.3,1.3,0.3,0.0,0.0,0.7,0.7,1.7
1102,102,Nikola Jovi?,PF,19,MIA,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,103,Luke Kennard,SG,26,MEM,5,0,21.4,2.4,4.6,1.0,1.0,3.0,4.0,1.4,0.8,0.0,0.2,1.6,7.2
1104,104,Nathan Knight,PF,25,MIN,2,0,2.5,0.5,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0
1105,105,John Konchar,SG,26,MEM,5,0,9.8,0.4,1.8,0.0,0.8,1.2,2.0,0.8,0.4,0.4,0.2,1.2,0.8
1106,106,Furkan Korkmaz,SG,25,PHI,2,0,3.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
