Players_ID,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1404,404,Lester Quinones,SG,22,GSW,4,0,4.5,0.5,1.3,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5
1405,405,Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1
1406,406,Austin Reaves,SG,24,LAL,64,22,28.8,4.0,7.7,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0
1407,407,Cam Reddish,SF,23,TOT,40,20,24.8,3.5,7.8,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7
1407,407,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4
1407,407,Cam Reddish,SF,23,POR,20,12,27.6,3.9,8.8,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0
1408,408,Davon Reed,SG,27,TOT,43,1,8.0,0.7,2.0,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1
1408,408,Davon Reed,SG,27,DEN,35,1,9.0,0.7,2.3,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3
1408,408,Davon Reed,SG,27,LAL,8,0,3.4,0.4,0.5,0.25,0.1,0.4,0.5,0.5,0.3,0.0,0.0,0.4,1.0
1409,409,Paul Reed,C,23,PHI,69,2,10.9,1.8,3.0,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2
1410,410,Naz Reid,C,23,MIN,68,11,18.4,4.6,8.5,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5
1411,411,Jared Rhoden,SG,23,DET,14,0,14.1,1.2,3.1,1.0,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2
1412,412,Nick Richards,C,25,CHO,65,9,18.7,3.0,4.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2
1413,413,Josh Richardson,SG,29,TOT,65,10,23.5,3.7,8.5,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1
1413,413,Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5
1413,413,Josh Richardson,SG,29,NOP,23,4,23.2,2.7,6.4,0.762,0.5,2.0,2.4,1.6,1.3,0.4,1.0,2.0,7.5
1414,414,Austin Rivers,SG,30,MIN,52,10,19.5,1.8,4.0,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9
1415,415,Duncan Robinson,SF,28,MIA,42,1,16.5,2.1,5.6,0.906,0.2,1.5,1.6,1.1,0.3,0.0,0.7,1.8,6.4
1416,416,Mitchell Robinson,C,24,NYK,59,58,27.0,3.2,4.7,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4
1417,417,Orlando Robinson,C,22,MIA,31,1,13.7,1.5,2.9,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7
1418,418,Jeremiah Robinson-Earl,PF,22,OKC,43,20,18.9,2.6,5.8,0.833,1.7,2.5,4.2,1.0,0.6,0.3,0.4,1.7,6.8
1419,419,Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,0.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1
1420,420,David Roddy,PF,21,MEM,70,4,18.0,2.6,6.0,0.631,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7
1421,421,Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9
1422,422,Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6
1423,423,Terrence Ross,SG,31,TOT,63,9,21.1,3.2,7.4,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3
1423,423,Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,0.75,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0
1423,423,Terrence Ross,SG,31,PHO,21,0,18.4,3.4,7.9,0.857,0.6,2.7,3.3,2.0,0.5,0.1,0.3,2.1,9.0
1424,424,Terry Rozier,SG,28,CHO,63,63,35.3,7.8,18.9,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1
1425,425,Ricky Rubio,PG,32,CLE,33,2,17.2,1.8,5.4,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2
1426,426,D'Angelo Russell,PG,26,TOT,71,71,32.5,6.3,13.4,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8
1426,426,D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9
1426,426,D'Angelo Russell,PG,26,LAL,17,17,30.9,6.3,13.0,0.735,0.4,2.5,2.9,6.1,0.6,0.5,2.3,1.4,17.4
1427,427,Matt Ryan,SF,25,TOT,34,0,9.1,1.2,3.2,0.833,0.1,0.6,0.8,0.5,0.1,0.0,0.2,0.8,3.6
1427,427,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,0.8,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9
1427,427,Matt Ryan,SF,25,MIN,22,0,8.2,1.1,2.7,0.857,0.1,0.5,0.5,0.5,0.1,0.0,0.2,0.6,3.4
1428,428,Domantas Sabonis,C,26,SAC,79,79,34.6,7.3,11.9,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1
1429,429,Luka �amani?,PF,23,UTA,7,4,23.0,3.7,8.1,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9
1430,430,Dario �ari?,PF,28,TOT,57,12,14.1,2.2,4.9,0.829,0.9,2.7,3.6,1.3,0.4,0.1,1.0,1.7,6.4
1430,430,Dario �ari?,PF,28,PHO,37,12,14.4,2.1,4.8,0.818,1.1,2.8,3.8,1.5,0.4,0.1,1.0,1.9,5.8
1430,430,Dario �ari?,PF,28,OKC,20,0,13.7,2.6,5.0,0.844,0.7,2.6,3.3,0.9,0.4,0.1,1.0,1.5,7.4
1431,431,Olivier Sarr,C,23,OKC,9,1,12.7,1.7,3.3,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4.0
1432,432,Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5
1433,433,Admiral Schofield,PF,25,ORL,37,0,12.2,1.5,3.3,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2
1434,434,Dennis Schr�der,PG,29,LAL,66,50,30.1,4.1,9.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6
1435,435,Jay Scrubb,SG,22,ORL,2,0,15.0,2.5,3.5,0.5,0.0,3.0,3.0,0.5,1.0,0.0,1.5,1.0,6.5
1436,436,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8
1437,437,Alperen �eng�n,C,20,HOU,75,72,28.9,5.9,10.7,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8
1438,438,Collin Sexton,SG,24,UTA,48,15,23.9,4.9,9.8,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3
1439,439,Landry Shamet,SG,25,PHO,40,9,20.2,2.8,7.5,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7
1440,440,Day'Ron Sharpe,C,21,BRK,48,3,11.5,1.9,3.6,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7
1441,441,Shaedon Sharpe,SG,19,POR,80,15,22.2,3.8,8.1,0.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9
1442,442,Pascal Siakam,C,28,TOR,71,71,37.4,8.9,18.5,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2
1443,443,Chris Silva,PF,26,DAL,1,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
1444,444,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
1445,445,Kobi Simmons,PG,25,CHO,5,0,5.6,0.2,1.2,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0
1446,446,Marko Simonovic,C,23,CHI,7,0,2.9,0.3,1.0,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9
1447,447,Anfernee Simons,SG,23,POR,62,62,35.0,7.5,16.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1
1448,448,Jericho Sims,C,24,NYK,52,16,15.6,1.6,2.1,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4
1449,449,Marcus Smart,PG,28,BOS,61,61,32.1,4.1,9.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5
1450,450,Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,8.4,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8
1451,451,Dru Smith,SG,25,TOT,15,1,10.5,1.2,3.0,1.0,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9
1451,451,Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,0.0,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2
1451,451,Dru Smith,SG,25,BRK,10,0,9.1,1.3,3.1,1.0,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,3.3
1452,452,Ish Smith,PG,34,DEN,43,0,9.3,1.2,3.0,0.5,0.1,1.1,1.3,2.3,0.2,0.2,1.0,0.8,2.5
1453,453,Jabari Smith Jr.,PF,19,HOU,79,79,31.0,4.6,11.3,0.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.8
1454,454,Jalen Smith,PF,22,IND,68,31,18.8,3.6,7.5,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4
1455,455,Xavier Sneed,SF,25,CHO,4,0,12.0,1.3,2.5,1.0,0.0,1.3,1.3,1.3,0.0,0.3,0.8,1.8,4.3
1456,456,Jeremy Sochan,PF,19,SAS,56,53,26.0,4.5,9.9,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0
1457,457,Jaden Springer,SG,20,PHI,16,2,5.6,1.1,2.2,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6
1458,458,Lamar Stevens,PF,25,CLE,62,25,18.1,2.1,4.6,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3
1459,459,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
1460,460,Max Strus,SF,26,MIA,80,33,28.4,4.1,9.9,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5
1461,461,Jalen Suggs,PG,21,ORL,53,19,23.5,3.5,8.4,0.723,1.0,2.0,3.0,2.9,1.3,0.5,1.8,2.3,9.9
1462,462,Edmond Sumner,SG,27,BRK,53,12,13.9,2.3,5.1,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1
1463,463,Cole Swider,SF,23,LAL,7,0,5.9,0.4,1.3,0.0,0.1,0.9,1.0,0.6,0.0,0.0,0.0,0.4,1.3
1464,464,Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1
1465,465,Jayson Tatum,PF,24,BOS,74,74,36.9,9.8,21.1,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1
1466,466,Terry Taylor,PF,23,TOT,31,2,8.5,1.3,2.4,0.545,0.9,0.6,1.5,0.3,0.1,0.2,0.3,0.8,2.9
1466,466,Terry Taylor,PF,23,IND,26,2,8.8,1.2,2.5,0.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,0.9,2.7
1466,466,Terry Taylor,PF,23,CHI,5,0,7.2,1.8,2.0,0.25,1.0,0.6,1.6,0.0,0.0,0.2,0.0,0.4,4.0
1467,467,Garrett Temple,SG,36,NOP,25,0,6.5,0.7,1.8,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.0
1468,468,Dalen Terry,SG,20,CHI,38,0,5.6,0.8,1.9,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2
1469,469,Daniel Theis,C,30,IND,7,1,15.6,3.0,6.3,0.417,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0
1470,470,Cam Thomas,SG,21,BRK,57,4,16.6,3.5,8.0,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6
1471,471,Klay Thompson,SG,32,GSW,69,69,33.0,7.9,18.1,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9
1472,472,JT Thor,PF,20,CHO,69,8,14.0,1.4,3.4,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1.0,3.8
1473,473,Matisse Thybulle,SG,25,TOT,71,28,16.9,1.5,3.6,0.679,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1
1473,473,Matisse Thybulle,SG,25,PHI,49,6,12.1,1.0,2.4,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7
1473,473,Matisse Thybulle,SG,25,POR,22,22,27.7,2.7,6.2,0.625,0.9,2.6,3.5,1.4,1.7,0.8,0.7,2.2,7.4
1474,474,Xavier Tillman Sr.,PF,24,MEM,61,29,19.3,3.1,5.0,0.551,2.0,3.0,5.0,1.6,1.0,0.5,0.7,1.6,7.0
1475,475,Isaiah Todd,PF,21,WAS,6,1,10.2,0.5,3.2,1.0,0.3,1.7,2.0,0.7,0.2,0.0,0.3,0.7,1.5
1476,476,Obi Toppin,PF,24,NYK,67,5,15.7,2.8,6.3,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4
1477,477,Juan Toscano-Anderson,SF,29,TOT,52,9,13.5,1.2,2.8,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0
1477,477,Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,2.2,0.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7
1477,477,Juan Toscano-Anderson,SF,29,UTA,22,2,15.2,1.4,3.5,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,1.5,3.4
1478,478,Karl-Anthony Towns,PF,27,MIN,29,29,33.0,7.3,14.8,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8
1479,479,Gary Trent Jr.,SG,24,TOR,66,44,32.1,6.1,14.2,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4
1480,480,P.J. Tucker,PF,37,PHI,75,75,25.6,1.3,3.0,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5
1481,481,Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0
1482,482,Stanley Umude,SG,23,DET,1,0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1483,483,Jonas Valan?i?nas,C,30,NOP,79,79,24.9,5.6,10.3,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1,14.1
1484,484,Jarred Vanderbilt,PF,23,TOT,78,65,24.1,3.2,5.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9
1484,484,Jarred Vanderbilt,PF,23,UTA,52,41,24.1,3.3,6.0,0.657,2.3,5.5,7.9,2.7,1.0,0.3,1.3,2.6,8.3
1484,484,Jarred Vanderbilt,PF,23,LAL,26,24,24.0,2.8,5.4,0.784,1.9,4.8,6.7,1.6,1.2,0.2,1.1,2.2,7.2
1485,485,Fred VanVleet,PG,28,TOR,69,69,36.7,6.3,16.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3
1486,486,Devin Vassell,SG,22,SAS,38,32,31.0,6.9,15.7,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5
1487,487,Gabe Vincent,PG,26,MIA,68,34,25.9,3.4,8.3,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4
1488,488,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1.0,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1
1489,489,Nikola Vu?evi?,C,32,CHI,82,82,33.5,7.3,14.0,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6
1490,490,Dean Wade,PF,26,CLE,44,13,20.3,1.7,4.0,0.652,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.7
1491,491,Franz Wagner,SF,21,ORL,80,80,32.6,6.8,14.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6
1492,492,Moritz Wagner,C,25,ORL,57,18,19.5,3.5,6.9,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5
1493,493,Ish Wainright,SF,28,PHO,60,2,15.3,1.4,3.8,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2.0,4.2
1494,494,Jabari Walker,SF,20,POR,56,0,11.1,1.5,3.5,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9
1495,495,Kemba Walker,PG,32,DAL,9,1,16.0,2.7,6.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0
1496,496,Lonnie Walker IV,SG,24,LAL,56,32,23.2,4.2,9.4,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7
1497,497,John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4
1498,498,T.J. Warren,PF-SF,29,TOT,42,0,16.4,3.1,6.4,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5
1498,498,T.J. Warren,PF,29,BRK,26,0,18.8,3.9,7.7,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5
1498,498,T.J. Warren,SF,29,PHO,16,0,12.3,1.9,4.4,0.5,0.8,2.3,3.1,0.7,0.4,0.3,0.2,1.3,4.2
1499,499,Duane Washington Jr.,SG,22,PHO,31,3,12.7,3.0,8.3,0.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9
1500,500,P.J. Washington,PF,24,CHO,73,73,32.6,5.9,13.4,0.73,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7
1501,501,TyTy Washington Jr.,PG,21,HOU,31,2,14.0,1.9,5.2,0.556,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7
1502,502,Yuta Watanabe,SF,28,BRK,58,1,16.0,2.0,4.0,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6
1503,503,Lindy Waters III,SG,25,OKC,41,0,13.0,1.7,4.3,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2
1504,504,Trendon Watford,PF,22,POR,62,12,19.1,2.9,5.2,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4
1505,505,Peyton Watson,SG,20,DEN,23,2,8.1,1.3,2.6,0.55,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3
1506,506,Blake Wesley,SG,19,SAS,37,1,18.1,1.9,5.8,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0
1507,507,Russell Westbrook,PG,34,TOT,73,24,29.1,5.9,13.6,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9
1507,507,Russell Westbrook,PG,34,LAL,52,3,28.7,5.8,14.0,0.655,1.1,5.0,6.2,7.5,1.0,0.4,3.5,2.3,15.9
1507,507,Russell Westbrook,PG,34,LAC,21,21,30.2,6.1,12.5,0.658,1.4,3.4,4.9,7.6,1.1,0.5,3.4,2.0,15.8
1508,508,Coby White,SG,22,CHI,74,2,23.4,3.6,8.0,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7
1509,509,Derrick White,SG,28,BOS,82,70,28.3,4.3,9.2,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4
1510,510,Jack White,SF,25,DEN,17,0,3.9,0.5,1.1,0.667,0.4,0.6,1.0,0.2,0.2,0.1,0.1,0.5,1.2
1511,511,Joe Wieskamp,SF,23,TOR,9,0,5.6,0.3,1.6,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0
1512,512,Aaron Wiggins,SG,24,OKC,70,14,18.5,2.7,5.2,0.831,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8
1513,513,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1
1514,514,Lindell Wigginton,PG,24,MIL,7,1,12.4,2.6,5.3,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1
1515,515,Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
1516,516,Donovan Williams,SG,21,ATL,2,0,2.0,1.0,2.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1517,517,Grant Williams,PF,24,BOS,79,23,25.9,2.7,6.0,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1
1518,518,Jalen Williams,SG,21,OKC,75,62,30.3,5.5,10.6,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1
1519,519,Jaylin Williams,PF,20,OKC,49,36,18.7,2.1,4.8,0.704,0.9,4.0,4.9,1.6,0.6,0.2,0.8,2.3,5.9
1520,520,Jeenathan Williams,SG,23,POR,5,4,25.4,4.8,7.8,0.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6
1521,521,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0
1522,522,Mark Williams,C,21,CHO,43,17,19.3,3.7,5.8,0.691,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0
1523,523,Patrick Williams,PF,21,CHI,82,65,28.3,3.8,8.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2
1524,524,Robert Williams,C,25,BOS,35,20,23.5,3.6,4.9,0.61,3.0,5.4,8.3,1.4,0.6,1.4,1.0,1.9,8.0
1525,525,Vince Williams Jr.,SG,22,MEM,15,1,7.0,0.8,2.7,1.0,0.3,0.7,1.0,0.3,0.4,0.1,0.3,0.8,2.0
1526,526,Ziaire Williams,SF,21,MEM,37,4,15.2,2.3,5.3,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7
1527,527,Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,0.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0
1528,528,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7
1529,529,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8
1530,530,James Wiseman,C,21,TOT,45,22,19.3,4.2,7.5,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0
1530,530,James Wiseman,C,21,GSW,21,0,12.5,2.8,4.5,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9
1530,530,James Wiseman,C,21,DET,24,22,25.2,5.4,10.2,0.712,2.3,5.8,8.1,0.7,0.2,0.8,1.5,2.9,12.7
1531,531,Christian Wood,C,27,DAL,67,17,25.9,5.9,11.5,0.772,1.3,6.0,7.3,1.8,0.4,1.1,1.8,2.5,16.6
1532,532,Delon Wright,PG,30,WAS,50,14,24.4,2.8,5.8,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4
1533,533,McKinley Wright IV,PG,24,DAL,27,1,12.4,1.7,3.6,0.684,0.3,1.4,1.7,2.1,0.3,0.2,0.7,0.9,4.2
1534,534,Gabe York,SG,29,IND,3,0,18.7,2.7,7.0,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0
1535,535,Thaddeus Young,PF,34,TOR,54,9,14.7,2.0,3.7,0.692,1.3,1.8,3.1,1.4,1.0,0.1,0.8,1.6,4.4
1536,536,Trae Young,PG,24,ATL,73,73,34.8,8.2,19.0,0.886,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2
1537,537,Omer Yurtseven,C,24,MIA,9,0,9.2,1.8,3.0,0.833,0.9,1.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4
1538,538,Cody Zeller,C,30,MIA,15,2,14.5,2.5,3.9,0.686,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5
1539,539,Ivica Zubac,C,25,LAC,76,76,28.6,4.3,6.8,0.697,3.1,6.8,9.9,1.0,0.4,1.3,1.5,2.9,10.8
